#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
460,Tom Murphy,,29,115,4,12,13,1,8.00%,27.50%,0.153,0.281,0.222,0.29,0.375,0.291,85,-0.2,-2.3,1.3,0.2
461,Dominic Keegan,TBR,16,64,2,6,6,0,7.70%,27.80%,0.129,0.29,0.222,0.288,0.351,0.282,78,-0.1,-1.8,1.3,0.2
462,Ryan Ward,LAD,45,196,8,23,24,3,7.80%,26.40%,0.181,0.264,0.221,0.285,0.403,0.296,89,-0.2,-2.7,-2.2,0.2
463,Jadher Areinamo,TBR,16,70,1,7,7,1,5.80%,14.50%,0.115,0.283,0.255,0.303,0.37,0.294,86,0,-1.1,0.4,0.2
464,Max Schuemann,ATH,24,105,2,11,9,3,10.10%,23.60%,0.105,0.289,0.226,0.314,0.331,0.29,82,0,-2.2,0.2,0.2
465,Jonathon Long,CHC,11,49,1,5,5,0,10.00%,23.10%,0.14,0.299,0.245,0.327,0.385,0.314,103,-0.1,0.1,-0.1,0.2
466,David Fry,CLE,52,220,7,24,25,2,8.40%,26.60%,0.16,0.279,0.224,0.3,0.384,0.299,91,-0.4,-2.6,-3.4,0.2
467,Jesus Rodriguez,SFG,8,32,0,3,3,1,8.80%,16.90%,0.105,0.302,0.259,0.329,0.364,0.306,98,0,-0.1,0.6,0.2
468,Curtis Mead,CHW,15,63,1,7,6,1,6.70%,21.00%,0.133,0.3,0.249,0.311,0.382,0.304,94,0,-0.5,-0.1,0.2
469,Gabriel Gonzalez,MIN,15,63,1,7,7,1,6.70%,18.40%,0.138,0.304,0.262,0.32,0.4,0.315,100,-0.1,0,-0.7,0.2
470,Esteury Ruiz,LAD,10,42,1,5,5,3,8.10%,23.00%,0.147,0.298,0.244,0.318,0.391,0.311,99,0.2,0.2,-0.2,0.1
471,Emmanuel Rodriguez,MIN,13,56,1,6,5,1,14.50%,34.00%,0.142,0.317,0.211,0.332,0.354,0.309,96,0,-0.3,-0.3,0.1
472,DJ LeMahieu,,28,119,2,12,11,1,9.30%,21.20%,0.107,0.304,0.248,0.322,0.355,0.3,91,-0.4,-1.6,-1.1,0.1
473,Zac Veen,COL,78,336,9,37,37,9,7.40%,22.70%,0.151,0.303,0.25,0.311,0.401,0.31,84,0.1,-6.2,-3.6,0.1
474,Andrew McCutchen,,94,406,12,48,41,2,11.40%,24.10%,0.144,0.286,0.232,0.325,0.376,0.309,97,-1.7,-3.2,-9.3,0.1
475,Bryan Torres,STL,10,42,0,4,4,1,11.00%,18.20%,0.087,0.318,0.262,0.346,0.349,0.311,101,0,0,-0.2,0.1
476,Austin Barnes,,32,128,2,12,11,2,8.30%,23.90%,0.099,0.274,0.217,0.287,0.316,0.27,70,-0.3,-4.9,0.9,0.1
477,Enmanuel Valdez,PIT,11,49,2,5,6,0,9.20%,22.10%,0.172,0.276,0.237,0.311,0.408,0.313,98,-0.1,-0.2,-0.2,0.1
478,Jace Jung,DET,11,49,1,5,5,0,11.80%,27.30%,0.138,0.284,0.217,0.313,0.355,0.298,90,-0.1,-0.7,0.2,0.1
479,Nolan Jones,CLE,16,70,2,8,7,1,11.00%,29.80%,0.147,0.314,0.229,0.32,0.376,0.307,97,-0.1,-0.3,-0.9,0.1
480,Wilmer Flores,,60,259,9,29,31,1,8.30%,18.40%,0.164,0.257,0.236,0.307,0.4,0.309,97,-1.2,-2.2,-5.4,0.1
481,Jhostynxon Garcia,PIT,102,441,13,46,48,5,6.70%,27.00%,0.149,0.295,0.232,0.29,0.381,0.293,84,-0.3,-8.5,-5,0.1
482,Christian Encarnacion-Strand,CIN,31,133,6,15,18,1,5.30%,26.10%,0.192,0.295,0.246,0.294,0.438,0.315,96,-0.1,-0.7,-2.6,0.1
483,Michael Arroyo,SEA,8,35,1,4,3,0,9.20%,25.00%,0.128,0.283,0.222,0.312,0.35,0.296,95,0,-0.2,0.1,0.1
484,Tommy Troy,ARI,10,42,1,5,4,1,8.30%,20.50%,0.118,0.3,0.246,0.316,0.365,0.301,91,0,-0.5,0.2,0.1
485,Trey Sweeney,DET,16,70,2,7,7,1,8.30%,26.80%,0.128,0.285,0.22,0.289,0.348,0.281,78,0,-1.9,0.5,0.1
486,Zach Dezenzo,HOU,19,84,3,9,9,1,7.70%,29.50%,0.154,0.311,0.235,0.3,0.39,0.301,93,0,-0.8,-1.1,0.1
487,Bryce Johnson,SDP,52,224,3,22,19,6,8.20%,27.10%,0.098,0.313,0.231,0.303,0.329,0.283,83,0.2,-4.3,-2.1,0.1
488,Kyle Farmer,,52,224,5,22,22,2,6.20%,23.30%,0.127,0.277,0.227,0.285,0.354,0.281,78,-0.4,-6.3,-0.2,0.1
489,Dominic Smith,,71,308,8,32,33,2,8.10%,20.90%,0.132,0.288,0.242,0.31,0.375,0.301,92,-1,-4.1,-5.3,0.1
490,Jerar Encarnacion,SFG,41,175,6,19,20,2,8.30%,32.20%,0.162,0.311,0.229,0.298,0.391,0.301,94,-0.3,-1.5,-3.3,0.1
491,Ildemaro Vargas,ARI,15,63,1,7,7,1,5.90%,12.80%,0.121,0.283,0.26,0.308,0.381,0.301,91,0,-0.7,-0.4,0.1
492,Aidan Miller,PHI,10,42,1,5,4,2,10.30%,26.40%,0.123,0.29,0.221,0.309,0.343,0.292,84,0.1,-0.7,0.3,0.1
493,Anthony Seigler,MIL,10,42,1,5,4,1,12.60%,24.20%,0.13,0.265,0.211,0.316,0.341,0.295,88,0,-0.5,0.1,0.1
494,Miles Mastrobuoni,SEA,8,35,0,4,3,1,10.10%,20.20%,0.092,0.297,0.24,0.319,0.333,0.292,92,0,-0.3,0,0.1
495,Brice Matthews,HOU,8,35,1,4,4,1,9.30%,32.20%,0.153,0.299,0.216,0.297,0.37,0.294,88,0.1,-0.4,0.1,0.1
496,Tirso Ornelas,SDP,28,119,3,13,12,1,8.40%,21.60%,0.135,0.289,0.241,0.309,0.376,0.301,95,-0.1,-0.8,-2.3,0.1
497,Mickey Gasper,MIN,6,26,1,3,3,0,10.70%,19.90%,0.134,0.279,0.236,0.329,0.37,0.311,98,0,-0.1,0.2,0.1
498,Leo De Vries,ATH,8,35,1,4,3,0,8.80%,23.90%,0.137,0.282,0.226,0.302,0.363,0.292,83,0,-0.7,0.4,0.1
499,Tre' Morgan,TBR,15,63,1,7,6,1,10.50%,21.10%,0.13,0.294,0.244,0.33,0.373,0.311,98,0,-0.2,-1.1,0.1
500,Coby Mayo,BAL,8,35,1,4,4,0,9.10%,27.20%,0.186,0.286,0.231,0.309,0.418,0.316,103,0,0.1,-0.5,0.1
501,Myles Straw,TOR,34,147,1,14,12,5,7.80%,20.10%,0.079,0.288,0.233,0.296,0.312,0.272,72,0.5,-4.3,0.1,0.1
502,Garrett Stubbs,PHI,63,250,4,25,22,3,8.10%,24.50%,0.103,0.273,0.215,0.288,0.318,0.27,69,-0.3,-9.4,4.2,0.1
503,Mark Canha,,44,189,4,20,18,2,8.80%,21.20%,0.119,0.289,0.238,0.32,0.357,0.301,91,-0.5,-2.5,-3.1,0.1
504,Maximo Acosta,MIA,16,70,2,7,7,3,7.20%,25.00%,0.124,0.286,0.227,0.289,0.352,0.282,77,0.1,-1.8,0.2,0.1
505,Blaine Crim,COL,52,224,7,26,27,1,8.50%,22.70%,0.168,0.297,0.25,0.32,0.418,0.32,91,-0.4,-2.7,-4,0.1
506,Drew Millas,WSN,5,19,0,2,2,0,8.10%,17.10%,0.119,0.281,0.244,0.309,0.363,0.295,88,0,-0.3,0.3,0.1
507,Enrique Bradfield Jr.,BAL,10,42,1,5,4,3,9.00%,22.00%,0.095,0.287,0.228,0.304,0.323,0.281,79,0.2,-0.9,0.2,0.1
508,Nelson Rada,LAA,31,133,1,13,10,6,9.70%,24.20%,0.072,0.31,0.233,0.315,0.305,0.281,77,0.2,-3.4,-0.4,0.1
509,Kevin Alcántara,CHC,15,63,2,7,7,1,7.50%,30.20%,0.137,0.308,0.228,0.29,0.365,0.287,84,0,-1.2,-0.2,0.1
510,Denzer Guzman,LAA,8,35,1,3,3,0,7.60%,30.40%,0.132,0.288,0.213,0.278,0.345,0.275,73,0,-1.1,0.7,0.1
511,Justin Turner,,57,245,6,26,26,1,8.90%,19.90%,0.13,0.291,0.247,0.323,0.376,0.309,97,-1.4,-2.3,-5.3,0.1
512,John Rave,KCR,34,147,4,16,15,4,9.20%,25.80%,0.139,0.288,0.227,0.301,0.366,0.294,84,0,-2.8,-1.6,0.1
513,Eric Wagaman,MIA,23,98,2,10,11,1,6.40%,20.30%,0.147,0.295,0.252,0.303,0.398,0.305,93,-0.2,-1,-1.6,0.1
514,Vidal Bruján,ATL,13,56,1,6,5,1,8.20%,20.90%,0.114,0.284,0.233,0.304,0.347,0.287,82,0,-1.2,-0.1,0.1
515,Ryan Clifford,NYM,19,84,3,9,9,1,11.30%,30.10%,0.162,0.272,0.208,0.305,0.371,0.299,94,-0.1,-0.7,-1.5,0.1
516,Abimelec Ortiz,TEX,11,49,2,6,6,0,8.30%,25.40%,0.18,0.271,0.228,0.298,0.407,0.307,97,-0.1,-0.2,-0.9,0.1
517,Ben Rortvedt,CIN,11,45,1,4,4,0,9.40%,26.10%,0.117,0.267,0.208,0.291,0.325,0.276,70,-0.1,-1.7,0.6,0.1
518,Rafael Flores Jr.,PIT,60,255,6,26,26,2,8.10%,27.40%,0.137,0.307,0.236,0.302,0.373,0.297,87,-0.4,-4.3,-3.6,0.1
519,MJ Melendez,,39,168,6,18,20,3,8.50%,28.40%,0.179,0.268,0.216,0.288,0.395,0.297,89,-0.2,-2.5,-2.7,0.1
520,Adam Frazier,,86,371,6,35,34,6,6.60%,18.60%,0.101,0.283,0.239,0.298,0.34,0.282,79,-0.3,-9.7,-2.3,0.1
521,Nate Furman,SFG,3,14,0,1,1,0,9.80%,17.40%,0.112,0.295,0.252,0.334,0.365,0.311,101,0,0,0.1,0.1
522,Samad Taylor,SEA,8,35,1,4,3,1,8.90%,25.60%,0.109,0.295,0.226,0.3,0.336,0.283,86,0.1,-0.5,-0.2,0.1
523,Jorge Barrosa,ARI,18,77,1,8,7,1,8.70%,23.10%,0.114,0.292,0.231,0.302,0.345,0.286,81,-0.1,-1.8,-0.3,0.1
524,Victor Mesa Jr.,MIA,6,28,1,3,3,0,7.10%,20.50%,0.146,0.283,0.243,0.301,0.389,0.301,91,0,-0.3,-0.1,0
525,Ryan Vilade,TBR,34,147,3,15,14,2,8.40%,24.70%,0.121,0.301,0.236,0.307,0.357,0.294,86,-0.1,-2.5,-2.1,0
526,Spencer Jones,NYY,8,35,1,4,4,1,7.40%,36.80%,0.172,0.313,0.216,0.28,0.388,0.29,86,0,-0.6,-0.2,0
527,Eduardo Valencia,DET,5,20,1,2,2,0,7.20%,23.20%,0.148,0.278,0.233,0.293,0.38,0.293,86,0,-0.3,0.1,0
528,Nicky Lopez,COL,18,77,0,8,6,1,8.30%,15.10%,0.07,0.299,0.254,0.323,0.324,0.29,71,0.1,-2.6,0.5,0
529,Héctor Rodríguez,CIN,15,63,2,7,7,1,5.30%,17.60%,0.15,0.281,0.252,0.296,0.402,0.302,87,0,-1,-0.7,0
530,Tristan Peters,CHW,11,49,1,5,5,1,8.80%,22.70%,0.122,0.276,0.225,0.299,0.347,0.286,81,0,-1.1,-0.1,0
531,Korey Lee,CHW,26,102,3,10,11,1,5.70%,26.90%,0.142,0.272,0.219,0.266,0.36,0.273,73,0,-3.3,1.7,0
532,Sterlin Thompson,COL,10,42,1,5,5,1,7.20%,23.30%,0.157,0.313,0.255,0.32,0.412,0.319,90,0,-0.5,-0.5,0
533,Brandon Lockridge,MIL,18,77,1,8,7,3,8.30%,26.70%,0.097,0.318,0.235,0.304,0.333,0.283,80,0.2,-1.6,-0.6,0
534,Dairon Blanco,KCR,13,56,1,6,5,5,6.60%,24.10%,0.118,0.304,0.24,0.3,0.358,0.29,81,0.3,-0.9,-0.6,0
535,Ji Hwan Bae,NYM,6,28,0,3,2,1,9.30%,26.00%,0.105,0.314,0.235,0.311,0.34,0.289,87,0.1,-0.4,-0.1,0
536,Christian Franklin,WSN,11,49,1,5,4,1,10.90%,25.60%,0.116,0.295,0.225,0.318,0.341,0.296,88,0,-0.7,-0.5,0
537,Jorbit Vivas,NYY,18,77,1,8,7,2,10.50%,15.80%,0.106,0.261,0.229,0.324,0.335,0.297,90,0,-0.9,-1.3,0
538,Hao-Yu Lee,DET,5,21,0,2,2,0,8.00%,22.90%,0.131,0.279,0.227,0.297,0.358,0.289,83,0,-0.4,0.1,0
539,Shay Whitcomb,HOU,8,35,1,4,4,1,7.00%,28.50%,0.158,0.273,0.217,0.279,0.375,0.285,82,0,-0.8,-0.1,0
540,Max Anderson,DET,5,21,0,2,2,0,5.20%,17.00%,0.124,0.282,0.249,0.293,0.372,0.289,83,0,-0.4,0.1,0
541,Rece Hinds,CIN,8,35,1,4,4,1,5.90%,32.50%,0.194,0.304,0.231,0.282,0.425,0.304,89,0,-0.4,-0.4,0
542,Taylor Trammell,HOU,6,28,1,3,3,1,11.00%,31.00%,0.163,0.278,0.208,0.301,0.371,0.297,90,0,-0.4,-0.2,0
543,Justin Foscue,TEX,10,42,1,5,4,0,9.30%,19.90%,0.156,0.253,0.222,0.304,0.378,0.3,93,0,-0.4,-0.7,0
544,Rodolfo Durán,SDP,3,13,0,1,1,0,5.50%,23.30%,0.143,0.267,0.224,0.271,0.367,0.278,80,0,-0.3,0.3,0
545,Chadwick Tromp,ATL,6,26,1,2,2,0,7.40%,26.30%,0.113,0.268,0.209,0.27,0.322,0.263,65,0,-1.1,0.5,0
